Number,Id,Place,Price Range,Types,Address,Postal Code,City,State,Country,Latitude,Longitude
Voula's Offshore Cafe,1,"restaurant, cafe, food, point_of_interest, establishment",658 Northeast Northlake Way 98105,98105,Seattle,Washington,United States
Central Co-op,,"supermarket, cafe, grocery_or_supermarket, food, point_of_interest, store, establishment",1600 East Madison Street 98122,98122,Seattle,Washington,United States
Elevated Sportz Trampoline Park & Event Center,,"tourist_attraction, cafe, amusement_park, food, point_of_interest, establishment",18311 Bothell Everett Highway 98012,98012,Bothell,Washington,United States
Mighty-O Donuts: Greenlake,1,"cafe, bakery, store, food, point_of_interest, establishment",2110 North 55th Street 98103,98103,Seattle,Washington,United States
McDonald's,1,"cafe, restaurant, store, food, point_of_interest, establishment",5146 25th Avenue Northeast 98105,98105,Seattle,Washington,United States
Broadfork Cafe - Uptown,2,"cafe, restaurant, food, store, point_of_interest, establishment",111 Queen Anne Avenue North 98109,98109,Seattle,Washington,United States
Cherry Street Coffee House,1,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",700 1st Avenue 98104,98104,Seattle,Washington,United States
Maltby Cafe,2,"cafe, restaurant, food, point_of_interest, establishment",8809 Maltby Road 98296,98296,Snohomish,Washington,United States
Purple Cafe and Wine Bar,2,"cafe, bar, restaurant, food, point_of_interest, establishment",14459 Redmond - Woodinville Road Northeast 98072,98072,Woodinville,Washington,United States
Museum of Glass Cafe,,"cafe, restaurant, food, point_of_interest, establishment",1801 Dock Street 98402,98402,Tacoma,Washington,United States
Fonté Coffee - 1st Avenue,2,"cafe, store, restaurant, food, point_of_interest, establishment",1321 1st Avenue 98101,98101,Seattle,Washington,United States
Bacco Cafe,2,"cafe, restaurant, food, point_of_interest, establishment",86 Pine Street 98101,98101,Seattle,Washington,United States
Tutta Bella Neapolitan Pizzeria - South Lake Union,2,"bar, cafe, restaurant, food, store, point_of_interest, establishment",2200 Westlake Avenue 98121,98121,Seattle,Washington,United States
Starbucks,2,"cafe, restaurant, food, point_of_interest, store, establishment",12209 Northeast 85th Street 98033,98033,Kirkland,Washington,United States
Espresso Vivace Capitol Hill,1,"cafe, store, food, point_of_interest, establishment",532 Broadway East 98102,98102,Seattle,Washington,United States
Citizen Collective,2,"cafe, bar, restaurant, food, point_of_interest, establishment",706 Taylor Avenue North 98109,98109,Seattle,Washington,United States
Fremont Coffee Company,1,"cafe, food, store, point_of_interest, establishment",459 North 36th Street 98103,98103,Seattle,Washington,United States
Zeitgeist Coffee.,1,"cafe, food, point_of_interest, establishment",171 South Jackson Street 98104,98104,Seattle,Washington,United States
Krispy Kreme,1,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",6210 East Lake Sammamish Parkway 98029,98029,Issaquah,Washington,United States
Metropolitan Market Tacoma,1,"grocery_or_supermarket, liquor_store, furniture_store, cafe, home_goods_store, bakery, food, store, point_of_interest, establishment",2420 North Proctor Street 98406,98406,Tacoma,Washington,United States
Starbucks,2,"cafe, store, restaurant, food, point_of_interest, establishment",800 12th Avenue 98122,98122,Seattle,Washington,United States
Top Pot Doughnuts,1,"cafe, bakery, food, point_of_interest, store, establishment",609 Summit Avenue East 98102,98102,Seattle,Washington,United States
Champions Centre,,"church, cafe, place_of_worship, point_of_interest, book_store, food, store, establishment",1819 East 72nd Street 98404,98404,Tacoma,Washington,United States
Easy Street Records & Cafe,2,"cafe, restaurant, food, point_of_interest, store, establishment",4559 California Avenue Southwest 98116,98116,Seattle,Washington,United States
Hangar Cafe,2,"cafe, store, restaurant, point_of_interest, food, establishment",6261 13th Avenue South 98108,98108,Seattle,Washington,United States
Starbucks,2,"cafe, food, store, point_of_interest, establishment",11010 Northeast 8th Street 98004,98004,Bellevue,Washington,United States
Barnes & Noble,2,"book_store, cafe, food, store, point_of_interest, establishment",401 Northeast Northgate Way 98125,98125,Seattle,Washington,United States
Tacoma Art Museum,,"art_gallery, cafe, tourist_attraction, museum, store, food, point_of_interest, establishment",1701 Pacific Avenue 98402,98402,Tacoma,Washington,United States
Metropolitan Market West Seattle (Admiral),3,"grocery_or_supermarket, liquor_store, cafe, bakery, furniture_store, food, point_of_interest, home_goods_store, store, establishment",2320 42nd Avenue Southwest 98116,98116,Seattle,Washington,United States
Alexa's Cafe & Catering,2,"cafe, restaurant, food, point_of_interest, establishment",10115 Main Street 98011,98011,Bothell,Washington,United States
Crumble & Flake Pâtisserie,2,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",1500 East Olive Way 98122,98122,Seattle,Washington,United States
Boiling Point,2,"cafe, restaurant, food, point_of_interest, establishment",1075 Bellevue Way Northeast 98004,98004,Bellevue,Washington,United States
Macrina Bakery & Cafe,2,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",1943 1st Avenue South 98134,98134,Seattle,Washington,United States
Starbucks,2,"cafe, restaurant, food, store, point_of_interest, establishment",4147 University Way Northeast 98105,98105,Seattle,Washington,United States
Hong Kong Restaurant,2,"meal_takeaway, meal_delivery, bar, restaurant, food, point_of_interest, establishment",8843 Pacific Avenue 98444,98444,Tacoma,Washington,United States
Great China Restaurant,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",13501 100th Avenue Northeast 98034,98034,Kirkland,Washington,United States
China City,2,"restaurant, food, point_of_interest, establishment",15402 Main Street 98012,98012,Mill Creek,Washington,United States
Golden House Chinese Cuisine,1,"restaurant, point_of_interest, food, establishment",12030 Mukilteo Speedway 98275,98275,Mukilteo,Washington,United States
China Cafe,2,"restaurant, food, point_of_interest, establishment",6812 196th Street Southwest 98036,98036,Lynnwood,Washington,United States
Hong Kong Restaurant,2,"meal_delivery, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",8843 Pacific Avenue 98444,98444,Tacoma,Washington,United States
Great China Restaurant,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",13501 100th Avenue Northeast 98034,98034,Kirkland,Washington,United States
China City,2,"restaurant, food, point_of_interest, establishment",15402 Main Street 98012,98012,Mill Creek,Washington,United States
Golden House Chinese Cuisine,1,"restaurant, food, point_of_interest, establishment",12030 Mukilteo Speedway 98275,98275,Mukilteo,Washington,United States
China Cafe,2,"restaurant, food, point_of_interest, establishment",6812 196th Street Southwest 98036,98036,Lynnwood,Washington,United States
Uptown China Restaurant,2,"meal_delivery, bar, meal_takeaway, night_club, restaurant, point_of_interest, food, establishment",200 Queen Anne Avenue North 98109,98109,Seattle,Washington,United States
Lucky House,2,"restaurant, food, point_of_interest, establishment",317 East Smith Street 98030,98030,Kent,Washington,United States
China Garden Restaurant,1,"restaurant, food, point_of_interest, establishment",800 164th Street Southeast 98012,98012,Mill Creek,Washington,United States
Best Wok Restaurant,2,"restaurant, food, point_of_interest, establishment",19 148th Avenue Northeast 98007,98007,Bellevue,Washington,United States
China House,2,"restaurant, point_of_interest, food, establishment",620 Auburn Way South 98002,98002,Auburn,Washington,United States
Yen Ching Restaurant,2,"night_club, bar, restaurant, food, point_of_interest, establishment",8765 South Tacoma Way 98499,98499,Lakewood,Washington,United States
Jade Garden Chinese Restaurant & Lounge,1,"restaurant, food, point_of_interest, establishment",3133 Broadway 98201,98201,Everett,Washington,United States
Szechuan First,1,"restaurant, food, point_of_interest, establishment",18124 East Valley Highway 98032,98032,Kent,Washington,United States
Lucky Dragon Restaurant,2,"restaurant, food, point_of_interest, establishment",25 95th Drive Northeast 98258,98258,Lake Stevens,Washington,United States
New China,1,"restaurant, food, point_of_interest, establishment",3414 132nd Street Southeast 98012,98012,Mill Creek,Washington,United States
Lucky Star Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",12958 Southeast Kent-Kangley Road 98030,98030,Kent,Washington,United States
Tai Tung Restaurant,1,"restaurant, food, point_of_interest, establishment",655 South King Street 98104,98104,Seattle,Washington,United States
Ballard Mandarin,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",5500 8th Avenue Northwest 98107,98107,Seattle,Washington,United States
Royal Kitchen Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",13200 Northeast 20th Street 98005,98005,Bellevue,Washington,United States
Happy Garden Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",14301 Ambaum Boulevard Southwest 98166,98166,Burien,Washington,United States
Main Garden,2,"restaurant, food, point_of_interest, establishment",24437 Russell Road 98032,98032,Kent,Washington,United States
Din Tai Fung,2,"bar, restaurant, food, point_of_interest, establishment",600 Pine Street 98101,98101,Seattle,Washington,United States
Imperial Wok,2,"restaurant, food, point_of_interest, establishment",22833 Bothell Everett Highway 98021,98021,Bothell,Washington,United States
Frying Fish,2,"restaurant, food, point_of_interest, establishment",1915 140th Avenue Northeast 98005,98005,Bellevue,Washington,United States
Yea's Wok,2,"restaurant, point_of_interest, food, establishment",6969 Coal Creek Parkway Southeast 98059,98059,Newcastle,Washington,United States
Tian Fu Seattle,2,"restaurant, food, point_of_interest, establishment",300 Northeast Northgate Way 98125,98125,Seattle,Washington,United States
Shanghai Garden,2,"restaurant, food, point_of_interest, establishment",524 6th Avenue South 98104,98104,Seattle,Washington,United States
Pike Place Chinese Cuisine,2,"restaurant, point_of_interest, food, establishment",1533 Pike Place 98101,98101,Seattle,Washington,United States
Brother's Chinese Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",16715 52nd Avenue West 98037,98037,Lynnwood,Washington,United States
King Noodle,1,"restaurant, food, point_of_interest, establishment",7815 Evergreen Way 98203,98203,Everett,Washington,United States
Chinnie's Kitchen & Bar,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",626 128th Street Southwest 98204,98204,Everett,Washington,United States
Asian Wok,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",6815 196th Street Southwest 98036,98036,Lynnwood,Washington,United States
Peking House,2,"restaurant, food, point_of_interest, establishment",17505 15th Avenue Northeast 98155,98155,Shoreline,Washington,United States
Golden Phoenix Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",16915 Southeast 272nd Street 98042,98042,Covington,Washington,United States
Beijing Garden,1,"restaurant, point_of_interest, food, establishment",3719 Rucker Avenue 98201,98201,Everett,Washington,United States
Yummy Garden Restaurant (嘴香园）,2,"restaurant, food, point_of_interest, establishment",1306 Union Avenue Northeast 98059,98059,Renton,Washington,United States
Beijing Chinese Cuisine,2,"restaurant, point_of_interest, food, establishment",1008 Cedar Avenue 98270,98270,Marysville,Washington,United States
China Harbor Restaurant,2,"restaurant, food, point_of_interest, establishment",2040 Westlake Avenue North 98109,98109,Seattle,Washington,United States
Uncle ​Lee's,2,"restaurant, point_of_interest, food, establishment",5408 Sand Point Way Northeast 98105,98105,Seattle,Washington,United States
Wah Kue Cafe,2,"bar, restaurant, food, point_of_interest, establishment",13434 1st Avenue South 98168,98168,Burien,Washington,United States
Tian Fu Redmond,2,"restaurant, point_of_interest, food, establishment",8102 161st Avenue Northeast 98052,98052,Redmond,Washington,United States
Ming Garden,2,"restaurant, food, point_of_interest, establishment",11419 19th Avenue Southeast 98208,98208,Everett,Washington,United States
Chan's Place - Woodinville,2,"restaurant, point_of_interest, food, establishment",14203 Northeast Woodinville Duvall Road 98072,98072,Woodinville,Washington,United States
Tian Tian Noodles,2,"restaurant, food, point_of_interest, establishment",16421 Cleveland Street 98052,98052,Redmond,Washington,United States
Chopsticks Cuisine,2,"restaurant, point_of_interest, food, establishment",7347 35th Avenue Northeast 98115,98115,Seattle,Washington,United States
Circle Chinese Cuisine,2,"restaurant, food, point_of_interest, establishment",1734 Central Avenue South 98032,98032,Kent,Washington,United States
Johnny's Wok Restaurant,1,"restaurant, food, point_of_interest, establishment",19626 76th Avenue West 98036,98036,Lynnwood,Washington,United States
Taste of Xi'an,2,"meal_delivery, restaurant, point_of_interest, food, establishment",4523 University Way Northeast 98105,98105,Seattle,Washington,United States
Green Valley Hanapa’a Poke,,"restaurant, food, point_of_interest, establishment",21226 84th Avenue South 98032,98032,Kent,Washington,United States
August Moon Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",2904 228th Avenue Southeast 98075,98075,Sammamish,Washington,United States
New China Express,1,"meal_delivery, restaurant, point_of_interest, food, establishment",2809 Thorndyke Avenue West 98199,98199,Seattle,Washington,United States
Peony Kitchen Bellevue,2,"bar, restaurant, food, point_of_interest, establishment",10317 Main Street 98004,98004,Bellevue,Washington,United States
Mei Mei Cafe,1,"restaurant, point_of_interest, food, establishment",1004 Northeast 50th Street 98105,98105,Seattle,Washington,United States
Macky’s Dim Sum,2,"restaurant, point_of_interest, food, establishment",28 East Sunset Way 98027,98027,Issaquah,Washington,United States
Sichuan Cuisine,1,"restaurant, food, point_of_interest, establishment",2010 148th Avenue Northeast 98052,98052,Redmond,Washington,United States
ChiHo Bistro 滋味堂,2,"restaurant, food, point_of_interest, establishment",2330 2nd Avenue 98121,98121,Seattle,Washington,United States
Chef Liao Asian Fusion Cuisine,1,"restaurant, food, point_of_interest, establishment",6012 Phinney Avenue North 98103,98103,Seattle,Washington,United States
Noble Palace,2,"restaurant, food, point_of_interest, establishment",1212 State Avenue 98270,98270,Marysville,Washington,United States
Sunflower Garden,1,"restaurant, point_of_interest, food, establishment",10410 Greenwood Avenue North 98133,98133,Seattle,Washington,United States
Noodle House,2,"restaurant, food, point_of_interest, establishment",18126 East Valley Highway 98032,98032,Kent,Washington,United States
Yang Chow Restaurant,1,"meal_delivery, restaurant, food, point_of_interest, establishment",3211 Grand Avenue 94610,94610,Oakland,California,United States
China Stix,2,"restaurant, food, point_of_interest, establishment",2110 El Camino Real 95050,95050,Santa Clara,California,United States
Mission Chinese Food,2,"restaurant, food, point_of_interest, establishment",2234 Mission Street 94110,94110,San Francisco,California,United States
China Chen,1,"restaurant, food, point_of_interest, establishment",400 South Third Street 95112,95112,San Jose,California,United States
JX Cuisine,2,"restaurant, food, point_of_interest, establishment",3581 Homestead Road 95051,95051,Santa Clara,California,United States
Chef Chu's,2,"restaurant, food, point_of_interest, establishment",1067 North San Antonio Road 94022,94022,Los Altos,California,United States
Wen's Kitchen,2,"restaurant, point_of_interest, food, establishment",1150 Polk Street 94109,94109,San Francisco,California,United States
Jade China Restaurant,1,"restaurant, food, point_of_interest, establishment",2524 Berryessa Road 95132,95132,San Jose,California,United States
Chef Choy Chinese food,2,"restaurant, food, point_of_interest, establishment",548 Contra Costa Boulevard 94523,94523,Pleasant Hill,California,United States
China Live,2,"bar, restaurant, food, point_of_interest, establishment",644 Broadway 94133,94133,San Francisco,California,United States
Eastern Winds Chinese Restaurant,1,"meal_delivery, restaurant, food, point_of_interest, establishment",40723 Grimmer Boulevard 94538,94538,Fremont,California,United States
Shangrila Chinese Cuisine,,"restaurant, food, point_of_interest, establishment",6568 Village Parkway 94568,94568,Dublin,California,United States
King Kee,2,"restaurant, point_of_interest, food, establishment",101 Cyril Magnin Street 94102,94102,San Francisco,California,United States
China Palace Restaurant,1,"restaurant, food, point_of_interest, establishment",688 Barber Lane 95035,95035,Milpitas,California,United States
Golden China Restaurant,1,"restaurant, food, point_of_interest, establishment",1612 Ocean Avenue 94112,94112,San Francisco,California,United States
Hong Kong Restaurant,1,"restaurant, food, point_of_interest, establishment",3691 El Camino Real 94306,94306,Palo Alto,California,United States
China Rose,1,"meal_delivery, restaurant, food, point_of_interest, establishment",387 Jacklin Road 95035,95035,Milpitas,California,United States
Tong Soon Garden,2,"restaurant, food, point_of_interest, establishment",3240 El Camino Real 95051,95051,Santa Clara,California,United States
Z & Y Restaurant,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",655 Jackson Street 94133,94133,San Francisco,California,United States
Famous Food Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",872 Old San Francisco Road 94086,94086,Sunnyvale,California,United States
Hot Wok Bistro,1,"restaurant, food, point_of_interest, establishment",1012 Howard Avenue 94401,94401,San Mateo,California,United States
City Chopsticks,1,"restaurant, food, point_of_interest, establishment",883 Bush Street 94108,94108,San Francisco,California,United States
Taste,2,"restaurant, point_of_interest, food, establishment",423 University Avenue 94301,94301,Palo Alto,California,United States
Frannie's Restaurant,1,"restaurant, food, point_of_interest, establishment",219 Harder Road 94544,94544,Hayward,California,United States
Cheung Hing Restaurant,1,"restaurant, point_of_interest, food, establishment",245 El Camino Real 94030,94030,Millbrae,California,United States
Noodle Talk,2,"restaurant, point_of_interest, food, establishment",4546 El Camino Real 94022,94022,Los Altos,California,United States
King Dong Restaurant,1,"restaurant, food, point_of_interest, establishment",2429 Shattuck Avenue 94704,94704,Berkeley,California,United States
King Chuan Restaurant,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1188 San Carlos Avenue 94070,94070,San Carlos,California,United States
China Village,2,"restaurant, food, point_of_interest, establishment",1335 Solano Avenue 94706,94706,Albany,California,United States
New Ming's,1,"restaurant, point_of_interest, food, establishment",641 Mission Street 94105,94105,San Francisco,California,United States
China Delight,2,"restaurant, food, point_of_interest, establishment",2362 Pruneridge Avenue 95050,95050,Santa Clara,California,United States
Hunan Chef Chinese Restaurant,2,"restaurant, point_of_interest, food, establishment",4285 Valley Avenue 94566,94566,Pleasanton,California,United States
Little Hong Kong,1,"restaurant, food, point_of_interest, establishment",10443 San Pablo Avenue 94530,94530,El Cerrito,California,United States
New Gold Medal Restaurant,1,"restaurant, food, point_of_interest, establishment",389 8th Street 94607,94607,Oakland,California,United States
Chef Zhao Kitchen,2,"restaurant, food, point_of_interest, establishment",2180 West Bayshore Road 94303,94303,Palo Alto,California,United States
Tsing's Chinese Restaurant,1,"meal_delivery, restaurant, point_of_interest, food, establishment",361 West Portal Avenue 94127,94127,San Francisco,California,United States
New China Foods Millbrae,,"restaurant, food, point_of_interest, establishment",1595 El Camino Real 94030,94030,Millbrae,California,United States
wonderful,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",270 Broadway 94030,94030,Millbrae,California,United States
Redwood Bistro,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",711 El Camino Real 94063,94063,Redwood City,California,United States
Chinese Express,1,"restaurant, food, point_of_interest, establishment",2488 Channing Way 94704,94704,Berkeley,California,United States
Golden Kim Tar,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",434 Larkin Street 94102,94102,San Francisco,California,United States
Asian Wok Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",24933 Santa Clara Street 94544,94544,Hayward,California,United States
New Woey Loy Goey Restaurant,1,"restaurant, food, point_of_interest, establishment",699 Jackson Street 94133,94133,San Francisco,California,United States
Wah Sing Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",2222 Railroad Avenue 94565,94565,Pittsburg,California,United States
Wok Shop Cafe,1,"cafe, restaurant, food, point_of_interest, establishment",1233 Van Ness Avenue 94109,94109,San Francisco,California,United States
Yan's Garden,1,"restaurant, food, point_of_interest, establishment",2223 Morello Avenue 94523,94523,Pleasant Hill,California,United States
Toa Yuen Restaurant,1,"restaurant, food, point_of_interest, establishment",3170 Campus Drive 94403,94403,San Mateo,California,United States
Uncle Yu Restaurant,1,"restaurant, food, point_of_interest, establishment",30059 Industrial Parkway Southwest 94587,94587,Union City,California,United States
Chinese Szechuan Restaurant,2,"restaurant, food, point_of_interest, establishment",3059 Hopyard Road 94588,94588,Pleasanton,California,United States
Little Hunan Restaurant,1,"restaurant, point_of_interest, food, establishment",6127 Mission Street 94014,94014,Daly City,California,United States
Boiling Beijing,2,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",649 San Mateo Avenue 94066,94066,San Bruno,California,United States
Tao Tao,2,"restaurant, food, point_of_interest, establishment",175 South Murphy Avenue 94086,94086,Sunnyvale,California,United States
Gold Chopsticks,2,"restaurant, food, point_of_interest, establishment",3170 Santa Rita Road 94566,94566,Pleasanton,California,United States
R & G Lounge,2,"restaurant, food, point_of_interest, establishment",631 Kearny Street 94108,94108,San Francisco,California,United States
China Inn,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1401 The Alameda 95126,95126,San Jose,California,United States
Koi Palace,2,"restaurant, food, point_of_interest, establishment",365 Gellert Boulevard 94015,94015,Daly City,California,United States
King Wah Chinese Restaurant,,"restaurant, point_of_interest, food, establishment",219 East Washington Avenue 94086,94086,Sunnyvale,California,United States
Chef's Experience China Bistro,2,"restaurant, point_of_interest, food, establishment",22436 Foothill Boulevard 94541,94541,Hayward,California,United States
Koi Palace - Dublin,2,"restaurant, food, point_of_interest, establishment",4288 Dublin Boulevard 94568,94568,Dublin,California,United States
Three Brothers From China,2,"restaurant, food, point_of_interest, establishment",2001 Contra Costa Boulevard 94523,94523,Pleasant Hill,California,United States
The Wok Chinese Cuisine,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",1825 Silverada Boulevard 89512,89512,Reno,Nevada,United States
Chinese Duck House,1,"restaurant, point_of_interest, food, establishment",2960 South Virginia Street 89542,89542,Reno,Nevada,United States
China King,1,"restaurant, food, point_of_interest, establishment",2473 Wingfield Hills Road 89436,89436,Sparks,Nevada,United States
China East,1,"restaurant, food, point_of_interest, establishment",1810 East William Street 89701,89701,Carson City,Nevada,United States
Chinese Village,2,"restaurant, food, point_of_interest, establishment",18132 Wedge Parkway 89511,89511,Reno,Nevada,United States
Szechuan Garden,2,"restaurant, food, point_of_interest, establishment",903 West Moana Lane 89509,89509,Reno,Nevada,United States
Dynasty China Bistro,2,"restaurant, food, point_of_interest, establishment",1185 California Avenue 89509,89509,Reno,Nevada,United States
Golden Dragon,,"restaurant, food, point_of_interest, establishment",3250 Retail Drive 89706,89706,Carson City,Nevada,United States
SF Kitchen,1,"restaurant, point_of_interest, food, establishment",1775 Mill Street 89502,89502,Reno,Nevada,United States
Twin Dragon chinese Restaurant,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",1075 North Hills Boulevard 89506,89506,Reno,Nevada,United States
Soochow,2,"restaurant, food, point_of_interest, establishment",656 East Prater Way 89431,89431,Sparks,Nevada,United States
P.F. Chang's,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",5180 Kietzke Lane 89511,89511,Reno,Nevada,United States
Chin Chin,1,"restaurant, point_of_interest, food, establishment",222 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Silver Chopsticks | Chinese & Phở Restaurant,2,"restaurant, food, point_of_interest, establishment",10580 North McCarran Boulevard 89503,89503,Reno,Nevada,United States
China Noodles,1,"restaurant, point_of_interest, food, establishment",203 North McCarran Boulevard 89431,89431,Sparks,Nevada,United States
CJ Palace,2,"restaurant, food, point_of_interest, establishment",129 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Jia's Wok,1,"restaurant, food, point_of_interest, establishment",477 East Plumb Lane 89502,89502,Reno,Nevada,United States
Bamboo Garden,2,"restaurant, point_of_interest, food, establishment",4250 Cochise Street 89703,89703,Carson City,Nevada,United States
China Kitchen,1,"meal_delivery, restaurant, food, point_of_interest, establishment",6280 Sharlands Avenue 89523,89523,Reno,Nevada,United States
Fortune Palace,2,"restaurant, food, point_of_interest, establishment",1282 Disc Drive 89436,89436,Sparks,Nevada,United States
China Jade Horse,,"restaurant, food, point_of_interest, establishment",963 Topsy Lane 89705,89705,Carson City,Nevada,United States
Shang Hai Restaurant,1,"restaurant, food, point_of_interest, establishment",1269 Baring Boulevard 89434,89434,Sparks,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",635 Booth Street 89509,89509,Reno,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",1220 South Wells Avenue 89502,89502,Reno,Nevada,United States
China Chef,1,"restaurant, point_of_interest, food, establishment",55 West Main Street 89408,89408,Fernley,Nevada,United States
Yang's Kitchen,2,"restaurant, food, point_of_interest, establishment",111 East Telegraph Street 89701,89701,Carson City,Nevada,United States
Panda Kitchen,2,"restaurant, point_of_interest, food, establishment",1986 U.S. 50 89701,89701,Carson City,Nevada,United States
Shanghai Express,,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",727 Nevada 439 89437,89437,McCarran,Nevada,United States
WANG'S TABLE,2,"restaurant, food, point_of_interest, establishment",1086 South Virginia Street 89502,89502,Reno,Nevada,United States
Egg Roll King,1,"restaurant, point_of_interest, food, establishment",194 Lemmon Drive 89506,89506,Reno,Nevada,United States
Hong Kong Diner,1,"restaurant, food, point_of_interest, establishment",9410 Prototype Drive 89521,89521,Reno,Nevada,United States
Chopsticks,,"restaurant, point_of_interest, food, establishment",120 Country Club Drive 89451,89451,Incline Village,Nevada,United States
Asian Wok,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",10555 Stead Boulevard 89506,89506,Reno,Nevada,United States
Ming's Restaurant,2,"restaurant, food, point_of_interest, establishment",2330 South Carson Street 89701,89701,Carson City,Nevada,United States
China Lee,1,"restaurant, food, point_of_interest, establishment",2838 Vista Boulevard 89434,89434,Sparks,Nevada,United States
Asian Wok Mae-Anne,,"restaurant, point_of_interest, food, establishment",2005 Sierra Highlands Drive 89523,89523,Reno,Nevada,United States
Palais De Jade,2,"restaurant, food, point_of_interest, establishment",960 West Moana Lane 89509,89509,Reno,Nevada,United States
Egg Roll King,1,"restaurant, point_of_interest, food, establishment",2253 Oddie Boulevard 89431,89431,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",745 Sparks Boulevard 89434,89434,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",921 Topsy Lane 89705,89705,Carson City,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",5140 Kietzke Lane 89509,89509,Reno,Nevada,United States
CHI,,"restaurant, food, point_of_interest, establishment",2707 South Virginia Street 89502,89502,Reno,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",1450 East Prater Way 89434,89434,Sparks,Nevada,United States
Wong's Genghis Khan,1,"restaurant, food, point_of_interest, establishment",5485 Equity Avenue 89502,89502,Reno,Nevada,United States
Wong's Garden,2,"restaurant, food, point_of_interest, establishment",11430 Deerfield Drive 96161,96161,Truckee,California,United States
O'A Chinese Food,1,"restaurant, point_of_interest, food, establishment",3326 South McCarran Boulevard 89502,89502,Reno,Nevada,United States
Shanghai Bistro,,"restaurant, food, point_of_interest, establishment",2303 South Virginia Street 89502,89502,Reno,Nevada,United States
Two Guys from Hong Kong,2,"restaurant, food, point_of_interest, establishment",6015 South Virginia Street 89502,89502,Reno,Nevada,United States
Hong Kong Express,1,"restaurant, food, point_of_interest, establishment",9708 Pyramid Way 89441,89441,Sparks,Nevada,United States
Jazmine,2,"restaurant, food, point_of_interest, establishment",9333 Double R Boulevard 89521,89521,Reno,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",500 North Sierra Street 89503,89503,Reno,Nevada,United States
Sushi Boba Pho Cafe Hong Kong Diner,2,"cafe, restaurant, point_of_interest, food, establishment",180 West Peckham Lane 89509,89509,Reno,Nevada,United States
Panda Express,1,"restaurant, point_of_interest, food, establishment",287 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",5115 Mae Anne Avenue 89523,89523,Reno,Nevada,United States
Panda Express,1,"restaurant, point_of_interest, food, establishment",395 East Plumb Lane 89502,89502,Reno,Nevada,United States
Taiwan Restaurant,1,"restaurant, food, point_of_interest, establishment",5150 Mae Anne Avenue 89523,89523,Reno,Nevada,United States
Panda House,2,"restaurant, point_of_interest, food, establishment",5055 Sun Valley Dr 89433,89433,Sun Valley,Nevada,United States
Chopstix,,"meal_takeaway, restaurant, point_of_interest, food, establishment",9 Retail Road 89403,89403,Dayton,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",547 South Meadows Parkway 89521,89521,Reno,Nevada,United States
101 Taiwanese Cuisine,1,"cafe, meal_takeaway, restaurant, point_of_interest, food, establishment",400 West 5th Street 89503,89503,Reno,Nevada,United States
